Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,created_at,exclusion_reasons
tinyspline_vendor,wep21,,https://github.com/wep21/tinyspline_vendor,10,0,0,0,,Apache-2.0,True,True,False,False,False,True,good first issue,1,8,2023-03-04T18:07:00Z,5,291,0,config,User,10,1,0,CMake,0,1,1,0,0,0.01,,0.22,0.06,0.0,0.0,0.42,0.89,0.0,36,wep21/tinyspline_vendor,humble|jazzy|kilted,2023-03-04T18:17:31Z,inactive_6mo
tinyxml_vendor,ros2,Vendor package for providing tinyxml within a cmake package,https://github.com/ros2/tinyxml_vendor,29,3,12,1,,Apache-2.0,True,True,False,False,False,True,good first issue,12,37,2017-03-07T03:30:17Z,6,168,0,docs,Organization,29,19,3,CMake,1,16,21,0,6,15.99,66.05,0.34,0.11,0.11,0.03,0.08,0.89,0.0,108,ros2/tinyxml_vendor,humble|jazzy|kilted,2017-03-07T16:38:27Z,inactive_6mo
tlsf,ros2,Snapshot of TLSF allocator,https://github.com/ros2/tlsf,47,7,6,0,,,False,False,False,False,False,True,good first issue,12,51,2015-12-10T22:35:23Z,7,1647,0,code,Organization,47,22,7,C;CMake,0,17,17,0,2,1.31,68.81,0.41,0.11,0.05,0.06,0.0,0.0,0.0,123,ros2/tlsf,humble|jazzy|kilted,2015-12-10T22:33:44Z,inactive_6mo
tracetools_acceleration,ros-acceleration,LTTng tracing provider wrapper for ROS 2 packages in the Hardware Acceleration Working Group.,https://github.com/ros-acceleration/tracetools_acceleration,27,0,3,0,fpga;gpu;hardware-acceleration;lttng;robotics;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,2,12,2021-10-12T14:00:30Z,15,721,0,code,Organization,27,3,0,C;C++;CMake,0,1,1,0,1,0.54,62.97,0.23,0.04,0.06,0.0,0.38,0.0,0.0,53,ros-acceleration/tracetools_acceleration,humble|jazzy|kilted,2021-10-12T07:03:23Z,inactive_6mo
turbojpeg_compressed_image_transport,wep21,,https://github.com/wep21/turbojpeg_compressed_image_transport,28,2,1,0,,Apache-2.0,False,True,False,False,False,True,good first issue,2,16,2022-11-20T15:19:57Z,7,501,0,code,User,28,1,2,C++;CMake,0,1,1,0,0,0.46,,0.4,0.07,0.03,0.05,0.0,0.62,0.0,40,wep21/turbojpeg_compressed_image_transport,humble|jazzy|kilted,2022-11-26T07:32:59Z,inactive_6mo
turtlebot3_applications_msgs,ROBOTIS-GIT,ROS applications msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications_msgs,26,8,5,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,3,18,2018-05-11T08:20:56Z,8,400,0,config,Organization,26,8,8,CMake,0,5,5,0,0,0.06,,0.19,0.05,0.05,0.09,2.69,0.89,0.0,94,ROBOTIS-GIT/turtlebot3_applications_msgs,humble|jazzy,2018-05-11T08:03:43Z,inactive_6mo
turtlebot3_msgs,ROBOTIS-GIT,ROS msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_msgs,81,77,144,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,8,90,2017-04-24T06:31:23Z,2,230,0,config,Organization,81,11,77,CMake,0,52,54,0,2,31.51,660.21,0.84,0.11,1.35,0.72,2.54,0.89,0.0,107,ROBOTIS-GIT/turtlebot3_msgs,humble|jazzy|kilted,2017-04-24T06:31:22Z,inactive_6mo
turtlebot4_setup,turtlebot,TurtleBot 4 setup tools and configuration files.,https://github.com/turtlebot/turtlebot4_setup,151,31,5,0,,Apache-2.0,True,True,False,True,False,True,good first issue,4,68,2022-02-11T19:14:24Z,16,835,0,code,Organization,151,6,31,Python;Shell;CMake,0,11,12,0,12,8.11,61.37,1.39,0.08,0.1,0.63,3.38,0.65,0.0,49,turtlebot/turtlebot4_setup,humble|jazzy,2022-02-08T21:09:59Z,inactive_6mo
tuw_geometry,tuw-robotics,"Classes to handle and visualize 2D and 3D objects such as points, poses, lines as well as a plot windows for debugging.",https://github.com/tuw-robotics/tuw_geometry,287,7,11,0,,BSD-3-Clause,True,False,False,False,False,False,,6,158,2016-05-19T09:41:57Z,24,2525,0,code,Organization,287,7,7,C++;CMake;Dockerfile;Makefile;Shell,0,2,3,0,4,4.1,1110.9,1.35,0.07,0.09,0.06,1.27,0.0,0.0,117,tuw-robotics/tuw_geometry,humble|jazzy|kilted,2016-06-09T07:06:14Z,inactive_6mo
tvm_vendor,autowarefoundation,A ROS 1/ROS 2 hybrid package wrapping the Apache TVM project.,https://github.com/autowarefoundation/tvm_vendor,48,10,8,1,,Apache-2.0,True,False,False,False,False,True,good first issue,6,75,2020-11-16T16:41:55Z,4,116,0,docs,Organization,48,3,10,CMake,1,11,11,0,3,2.65,30.49,1.17,0.14,0.12,0.16,0.1,0.0,0.0,64,autowarefoundation/tvm_vendor,humble|jazzy|kilted,2020-11-16T16:05:09Z,inactive_6mo
twist_mux_msgs,ros-teleop,Twist multiplexer messages,https://github.com/ros-teleop/twist_mux_msgs,17,2,8,1,,Apache-2.0,True,True,False,False,False,False,,2,19,2014-11-10T17:42:19Z,5,50,0,docs,Organization,17,4,2,CMake,0,2,2,1,0,348.02,,0.14,0.04,0.06,0.01,0.3,2.73,0.0,136,ros-teleop/twist_mux_msgs,humble|jazzy|kilted,2014-11-10T17:33:00Z,inactive_6mo
twist_stamper,joshnewans,ROS2 package for converting Twist messages to TwistStamped,https://github.com/joshnewans/twist_stamper,29,15,13,3,,Apache-2.0,True,True,False,False,False,True,good first issue,4,20,2021-01-23T04:59:35Z,1,2,0,docs,User,29,1,15,Python,0,3,3,3,1,42.3,0.9,0.32,0.08,0.21,0.24,1.43,0.62,0.0,62,joshnewans/twist_stamper,humble|jazzy|kilted,2021-01-23T04:59:34Z,inactive_6mo
udp_msgs,flynneva,ROS2 udp_msgs package,https://github.com/flynneva/udp_msgs,24,2,3,0,,MIT,True,True,False,False,False,True,good first issue,2,28,2020-10-06T22:36:29Z,5,84,0,config,User,24,1,2,CMake,0,8,10,0,7,2.05,7.41,0.43,0.03,0.05,0.03,0.11,0.15,0.0,65,flynneva/udp_msgs,humble|jazzy|kilted,2020-10-06T22:36:17Z,inactive_6mo
uncrustify_vendor,ament,CMake shim over the uncrustify library: https://github.com/uncrustify/uncrustify,https://github.com/ament/uncrustify_vendor,38,0,10,2,,Apache-2.0,True,False,False,False,False,True,good first issue,12,48,2018-07-05T23:56:52Z,2,203,0,docs,Organization,38,15,0,CMake,1,22,30,1,8,37.33,314.48,0.52,0.13,0.11,0.0,0.1,0.0,0.0,92,ament/uncrustify_vendor,humble|jazzy|kilted,2018-07-05T23:56:52Z,inactive_6mo
unique_identifier_msgs,ros2,,https://github.com/ros2/unique_identifier_msgs,43,8,15,1,,BSD-3-Clause,True,True,False,False,False,True,good first issue,15,49,2018-11-05T07:14:02Z,1,201,0,other,Organization,43,22,8,CMake,0,24,31,1,1,5.04,245.15,0.56,0.17,0.17,0.09,0.64,0.44,0.0,88,ros2/unique_identifier_msgs,humble|jazzy|kilted,2018-11-05T07:14:01Z,inactive_6mo
unitree_ros,snt-arg,A ROS2 package to control the Unitree GO1 robot,https://github.com/snt-arg/unitree_ros,21039,54,9,4,driver;legged-robot;robot;ros2;unitree-go1,GPL-3.0,True,False,False,False,False,True,good first issue,3,265,2023-03-13T13:08:26Z,2,53,0,config,Organization,21039,4,54,C++;CMake;Dockerfile;Python,0,18,19,4,13,0.02,33.78,7.36,0.08,0.25,1.5,10.8,0.0,0.0,36,snt-arg/unitree_ros,humble,2023-03-13T13:08:26Z,inactive_6mo
ur_msgs,ros-industrial,ROS messages and services for Universal Robots robot controllers.,https://github.com/ros-industrial/ur_msgs,56,23,36,4,ros;ros-industrial;universal-robots,BSD-3-Clause,True,True,False,False,False,True,good first issue,11,91,2014-07-09T15:02:38Z,6,224,0,config,Organization,56,4,23,CMake,2,24,30,2,6,98.1,255.87,1.32,0.2,0.52,0.33,1.1,0.16,0.0,69,ros-industrial/ur_msgs,humble|jazzy|kilted,2020-06-18T13:04:56Z,inactive_6mo
urdf_test,pal-robotics,,https://github.com/pal-robotics/urdf_test,31,1,0,0,rostest;tests;urdf;urdf-testing,Apache-2.0,True,True,False,False,False,True,good first issue,4,48,2017-07-17T15:33:10Z,4,76,0,code,Organization,31,4,1,Python;CMake,0,0,0,0,0,,,0.55,0.07,0.0,0.01,1.75,2.73,0.0,87,pal-robotics/urdf_test,humble|jazzy,2018-12-20T10:34:32Z,inactive_6mo
urg_c,ros-drivers,"This project introduces sample programs of the URG library. Applications using URG and URG library are also introduced here. URG is Scanning Laser Range Finder of Hokuyo Automatic Co., for robots, autonomous systems and security systems.",https://github.com/ros-drivers/urg_c,2090,12,32,4,hokuyo;laser,,True,False,False,False,False,False,,7,282,2010-05-17T01:38:58Z,18,2074,0,code,Organization,2090,7,12,C;Makefile;CSS;CMake;Ruby;Batchfile;Shell;C++,1,5,6,3,4,124.99,17.42,1.81,0.1,0.21,0.08,0.35,0.0,0.0,156,ros-drivers/urg_c,humble|jazzy|kilted,2013-03-03T23:39:21Z,inactive_6mo
urg_node,ros-drivers,ROS wrapper for the Hokuyo urg_c library.,https://github.com/ros-drivers/urg_node,205,116,156,14,drivers;hokuyo;laser;ros;ros2,Other,True,False,False,False,False,False,,14,124,2013-02-13T00:40:10Z,1,4,0,docs,Organization,205,14,116,C++;Python;CMake,2,41,58,12,48,187.24,1087.93,0.79,0.11,1.0,0.74,3.57,0.0,0.0,156,ros-drivers/urg_node,humble|jazzy|kilted,2013-03-03T23:44:00Z,inactive_6mo
urg_node_msgs,ros-drivers,ROS2 messages for the Hokuyo urg_node package.,https://github.com/ros-drivers/urg_node_msgs,12,1,6,0,drivers;hokuyo;laser;ros2,BSD-3-Clause,True,False,False,False,False,True,good first issue,7,23,2017-06-09T18:02:20Z,2,31,0,docs,Organization,12,1,1,CMake,0,5,7,0,0,2.87,,0.28,0.09,0.07,0.01,0.15,0.0,0.0,81,ros-drivers/urg_node_msgs,humble|jazzy|kilted,2019-06-27T19:43:56Z,inactive_6mo
urinterfaces,UniversalRobots,ROS 2 interface types for PolyScopeX,https://github.com/UniversalRobots/urinterfaces,6,0,2,0,polyscopex;ros2;universal-robots,BSD-3-Clause,True,True,False,False,False,True,good first issue,2,3,2023-01-16T09:52:51Z,38,411,0,config,Organization,6,1,0,CMake,0,6,6,0,2,4.61,119.26,0.08,0.05,0.05,0.0,0.85,0.16,0.0,38,UniversalRobots/urinterfaces,humble,2023-01-16T08:54:23Z,inactive_6mo
vision_msgs_layers,ros-sports,,https://github.com/ros-sports/vision_msgs_layers,44,2,1,0,,Apache-2.0,True,True,False,False,False,True,good first issue,2,32,2022-04-06T09:43:19Z,6,322,0,config,Organization,44,1,2,C++;C;CMake,0,21,23,0,1,5.15,368.61,0.68,0.04,0.02,0.04,0.64,0.62,0.0,47,ros-sports/vision_msgs_layers,humble|jazzy|kilted,2022-04-06T09:43:17Z,inactive_6mo
vitis_common,ros-acceleration,Common code for working with Vitis™ Unified Software Platform in ROS 2.,https://github.com/ros-acceleration/vitis_common,552,0,6,0,fpga;hardware;hardware-acceleration;robotics;ros2;vitis;xilinx,Apache-2.0,False,False,False,False,False,True,good first issue,2,19,2021-09-01T16:49:02Z,109,51972,0,code,Organization,552,2,0,C++;C;CMake,0,1,1,0,1,0.66,63.11,0.35,0.04,0.11,0.0,0.0,0.0,0.0,54,ros-acceleration/vitis_common,humble|jazzy|kilted,2021-09-01T16:51:07Z,inactive_6mo
vrpn_mocap,alvinsunyixiao,,https://github.com/alvinsunyixiao/vrpn_mocap,44,34,13,3,,MIT,True,True,False,False,False,True,good first issue,4,43,2022-07-03T02:20:19Z,1,21,0,other,User,44,1,34,C++;CMake,0,11,11,3,1,5.01,2.61,0.98,0.09,0.3,0.77,3.03,0.15,0.0,44,alvinsunyixiao/vrpn_mocap,humble|jazzy|kilted,2022-07-03T02:20:19Z,inactive_6mo
wall_follower_ros2,rfzeg,Wall follower node ROS2,https://github.com/rfzeg/wall_follower_ros2,23,3,2,1,,Other,True,False,False,False,False,True,good first issue,1,18,2022-07-05T16:47:26Z,7,257,0,config,User,23,1,3,C++;CMake;Python,0,1,1,1,0,0.0,,0.41,0.02,0.05,0.07,0.45,0.0,0.0,44,rfzeg/wall_follower_ros2,humble,2022-07-05T17:14:50Z,inactive_6mo
warehouse_ros,ros-planning,Data persistence for ROS using MongoDB,https://github.com/moveit/warehouse_ros,172,37,44,2,,BSD-3-Clause,True,False,False,False,False,False,,18,111,2012-10-03T16:56:22Z,17,1983,0,code,Organization,172,23,37,C++;CMake,0,60,73,2,30,43.99,454.38,0.69,0.15,0.27,0.23,1.22,0.0,0.0,161,moveit/warehouse_ros,humble|jazzy|kilted,2012-10-03T16:59:58Z,inactive_6mo
warehouse_ros_mongo,ros-planning,Implementation of warehouse_ros using MongoDB,https://github.com/moveit/warehouse_ros_mongo,169,17,35,14,,,True,False,False,False,False,False,,16,135,2012-10-03T16:56:22Z,17,1983,0,code,Organization,169,22,17,C++;CMake;Python,1,39,48,13,17,11.84,294.06,1.18,0.19,0.31,0.15,1.31,0.0,0.0,114,moveit/warehouse_ros_mongo,humble,2016-09-23T00:24:36Z,inactive_6mo
weight_scale_interfaces,TechMagicKK,,https://github.com/TechMagicKK/weight_scale_interfaces,26,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,4,32,2022-07-11T00:13:17Z,3,253,0,config,Organization,26,3,0,CMake,0,3,3,0,0,0.5,,0.73,0.09,0.0,0.0,1.19,0.0,0.0,44,TechMagicKK/weight_scale_interfaces,humble,2022-07-11T00:13:16Z,inactive_6mo
ros2_whill,whill-labs,ROS2 package for Model CR series,https://github.com/whill-labs/ros2_whill,100,28,20,2,,MIT,True,False,False,False,False,True,good first issue,2,20,2024-05-24T08:54:00Z,1,21,0,other,Organization,100,6,28,C++;Python;CMake,1,7,9,1,0,27.21,,0.24,0.02,0.24,0.33,4.91,0.0,0.0,84,whill-labs/ros2_whill,humble,2019-03-07T12:33:30Z,inactive_6mo
ros2_whill_interfaces,whill-labs,Interface package for ros2_whill,https://github.com/whill-labs/ros2_whill_interfaces,9,3,2,0,,MIT,True,False,False,False,False,True,good first issue,1,6,2024-05-24T06:24:29Z,1,21,0,other,Organization,9,7,3,CMake,0,1,1,0,0,10.23,,0.07,0.01,0.02,0.04,1.77,0.0,0.0,84,whill-labs/ros2_whill_interfaces,humble,2019-03-07T16:21:52Z,inactive_6mo
wrapyfi_ros2_interfaces,modular-ml,ROS2 messages and services for Wrapyfi,https://github.com/modular-ml/wrapyfi_ros2_interfaces,28,1,0,0,,MIT,True,False,False,False,False,True,good first issue,1,13,2024-01-11T08:41:53Z,1,21,0,other,Organization,28,1,1,CMake,0,0,0,0,0,,,0.5,0.04,0.0,0.04,4.84,0.0,0.0,26,modular-ml/wrapyfi_ros2_interfaces,humble,2024-01-11T08:41:53Z,inactive_6mo
yashar_turtle_chase,yaswhar,"This repo is made for an assignment of ""Robotics Lab"" course, instructed in Department of Mechanical Engineering, at Sharif University of Technology. ",https://github.com/yaswhar/yashar_turtle_chase,34,0,0,0,robotics;ros2;ros2-humble;turtlesim,Apache-2.0,True,False,False,False,False,True,good first issue,1,10,2025-04-14T13:01:38Z,14,380,0,code,User,34,1,0,Python,0,0,0,0,1,,7.58,0.91,0.09,0.0,0.0,3.48,0.0,0.0,11,yaswhar/yashar_turtle_chase,humble,2025-04-14T12:55:43Z,inactive_6mo
asyncapi_gencpp,hatchbed,C++ code generator for serializing and deserializing AsyncAPI components and messages based on a specification file.,https://github.com/hatchbed/asyncapi_gencpp,17,5,0,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,12,2022-02-24T22:00:25Z,1,29,0,other,Organization,17,3,5,Python;CMake,0,4,4,2,0,0.01,,0.24,0.04,0.0,0.1,3.29,0.0,0.0,49,hatchbed/asyncapi_gencpp,jazzy|kilted,2022-02-24T22:00:24Z,inactive_6mo
clearpath_tests,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_tests,151,0,0,0,,Other,True,False,False,False,False,True,good first issue,2,156,2024-11-07T18:12:23Z,8,206,0,code,Organization,151,1,0,Python,0,7,7,0,0,0.56,,12.0,0.15,0.0,0.0,0.95,0.0,0.0,13,clearpathrobotics/clearpath_tests,jazzy,2025-02-04T18:56:09Z,inactive_6mo
gz_dartsim_vendor,gazebo-release,,https://github.com/gazebo-release/gz_dartsim_vendor,25,0,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,3,20,2024-03-13T23:15:31Z,2,71,0,config,Organization,25,2,0,CMake,0,5,5,1,1,3.22,108.24,0.83,0.12,0.12,0.0,0.37,0.89,0.0,24,gazebo-release/gz_dartsim_vendor,jazzy|kilted,2024-03-18T23:50:54Z,inactive_6mo
hyveos_ros,p2p-industries,,https://github.com/p2p-industries/hyveos_ros,18,0,0,1,,MIT,True,False,False,False,False,True,good first issue,2,6,2025-01-10T23:47:07Z,14,231,0,code,Organization,18,1,0,Python;Dockerfile,1,3,3,0,0,0.24,,0.43,0.14,0.0,0.0,0.06,0.0,0.0,14,p2p-industries/hyveos_ros,jazzy|kilted,2025-01-08T01:46:36Z,inactive_6mo
hyveos_ros_msgs,p2p-industries,,https://github.com/p2p-industries/hyveos_ros_msgs,9,0,0,1,,MIT,True,False,False,False,False,True,good first issue,1,7,2025-01-09T03:32:31Z,4,36,0,config,Organization,9,1,0,CMake;Dockerfile,1,2,2,0,0,0.13,,0.5,0.07,0.0,0.0,0.12,0.0,0.0,14,p2p-industries/hyveos_ros_msgs,jazzy|kilted,2025-01-09T03:11:21Z,inactive_6mo
laser_scan_merger,BruceChanJianLe,"A multithreaded laser scan merger, aims to be blazingly fast.",https://github.com/BruceChanJianLe/laser_scan_merger,25,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,16,2025-05-30T10:03:48Z,2,203,0,docs,User,25,0,0,C++;Python;CMake,0,0,0,0,1,,0.0,1.6,0.1,0.1,0.0,3.44,0.0,0.0,10,BruceChanJianLe/laser_scan_merger,jazzy,2025-05-30T10:03:48Z,inactive_6mo
linux_isolate_process,adityapande-1995,"Isolates any given process using the unshare system call. Suited for ROS, though can work for any process.",https://github.com/adityapande-1995/linux_isolate_process,38,13,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,31,2023-12-20T23:11:52Z,1,2,0,docs,User,38,1,13,Python,0,0,0,0,0,,,1.15,0.07,0.0,0.48,2.11,0.0,0.0,27,adityapande-1995/linux_isolate_process,jazzy|kilted,2023-12-20T23:11:52Z,inactive_6mo
opensw,hatchbed,Open source client SDK for communicating with SlamTec Slamware devices,https://github.com/hatchbed/opensw,679,5,2,2,driver;lidar;mapping;robotics;rplidar,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,11,2022-07-27T03:49:23Z,3,42,0,config,Organization,679,2,5,C++;CMake;C,0,9,9,2,0,0.0,,0.25,0.02,0.05,0.11,2.22,0.0,0.0,44,hatchbed/opensw,jazzy|kilted,2022-07-27T03:49:22Z,inactive_6mo
opensw_ros,hatchbed,Open ROS driver for communicating with SlamTec Slamware devices,https://github.com/hatchbed/opensw_ros,33,3,2,1,driver;lidar;robotics;ros;rplidar,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,7,2022-07-27T03:54:18Z,3,82,0,config,Organization,33,2,3,C++;CMake,0,9,9,1,1,0.0,2.3,0.16,0.02,0.05,0.07,1.7,0.0,0.0,44,hatchbed/opensw_ros,jazzy|kilted,2022-07-27T03:54:17Z,inactive_6mo
protobuf_comm,fawkesrobotics,Protobuf wrapper for peer-to-peer communication,https://github.com/fawkesrobotics/protobuf_comm,267,1,1,0,,GPL-2.0,True,False,False,False,False,True,good first issue,3,31,2021-06-26T11:51:52Z,0,0,0,other,Organization,267,2,1,C++;CMake;Makefile,0,2,3,0,0,205.95,,0.54,0.05,0.02,0.02,6.26,0.0,0.0,57,fawkesrobotics/protobuf_comm,jazzy|kilted,2021-06-27T13:37:45Z,inactive_6mo
rcl_logging_rcutils,sloretz,An rcl_logging implementation using the rcutils logger (doesn't write to the file system).,https://github.com/sloretz/rcl_logging_rcutils,7,1,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,1,2022-06-10T18:07:32Z,7,373,0,docs,User,7,1,1,C;CMake,0,0,5,0,0,3.6,,0.02,0.02,0.0,0.02,0.45,0.0,0.0,45,sloretz/rcl_logging_rcutils,jazzy|kilted,2022-06-10T18:01:11Z,inactive_6mo
rcss3d_nao,ros-sports,,https://github.com/ros-sports/rcss3d_nao,92,3,1,2,,Apache-2.0,True,True,False,False,False,True,good first issue,2,75,2022-01-22T07:09:23Z,6,312,0,config,Organization,92,1,3,C++;CMake,1,22,22,1,1,5.58,22.33,1.5,0.04,0.02,0.06,0.75,0.62,0.0,50,ros-sports/rcss3d_nao,jazzy|kilted,2022-01-22T07:09:22Z,inactive_6mo
rslidar_msg,RoboSense-LiDAR,ROS2 LiDAR Packet Message,https://github.com/RoboSense-LiDAR/rslidar_msg,7,24,48,2,,Other,True,False,False,False,False,True,good first issue,3,10,2020-06-22T04:20:07Z,1,1,0,docs,Organization,7,2,24,CMake,2,1,1,0,0,8.81,,0.15,0.04,0.71,0.35,0.18,0.0,0.0,68,RoboSense-LiDAR/rslidar_msg,jazzy|kilted,2020-07-01T11:45:30Z,inactive_6mo
rslidar_sdk,RoboSense-LiDAR,RoboSense LiDAR SDK for ROS & ROS2,https://github.com/RoboSense-LiDAR/rslidar_sdk,2444,651,310,111,,Other,True,False,False,False,False,True,good first issue,12,560,2020-06-01T02:58:08Z,1,1,0,docs,Organization,2444,13,651,C++;CMake;Python;Shell,8,19,39,103,81,151.98,44.35,8.12,0.26,4.49,9.43,4.97,0.0,0.0,69,RoboSense-LiDAR/rslidar_sdk,jazzy,2020-06-10T06:10:22Z,inactive_6mo
rtsp_image_transport,fkie,RTSP streaming for ROS image topics,https://github.com/fkie/rtsp_image_transport,133,14,3,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,29,2021-11-29T15:20:50Z,34,4684,0,code,Organization,133,3,14,C++;CMake,0,0,0,0,2,,9.84,0.51,0.02,0.05,0.25,3.9,0.0,0.0,57,fkie/rtsp_image_transport,jazzy,2021-06-08T06:09:04Z,inactive_6mo
so_arm_100_hardware,brukg,a ROS 2 Control hardware interface plugin for the SO100-arm low-cost 5DoF robotic manipulator. This interface supports both direct serial communication with the physical robot and simulation via ROS topics.,https://github.com/brukg/so_arm_100_hardware,49,18,5,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,12,2025-01-30T22:03:06Z,8,875,0,code,User,49,3,18,C++;Python;CMake;C,0,0,0,0,1,,0.02,0.86,0.07,0.36,1.29,3.94,0.0,0.0,14,brukg/so_arm_100_hardware,jazzy,2025-01-30T22:40:55Z,inactive_6mo
soccer_vision_3d_rviz_markers,ros-sports,,https://github.com/ros-sports/soccer_vision_3d_rviz_markers,468,4,2,3,,Apache-2.0,True,True,False,False,False,True,good first issue,5,77,2022-06-05T11:34:38Z,7,357,0,config,Organization,468,3,4,Python,1,15,15,2,3,0.79,5.06,1.71,0.11,0.04,0.09,0.85,0.62,0.0,45,ros-sports/soccer_vision_3d_rviz_markers,jazzy|kilted,2022-06-05T11:34:37Z,inactive_6mo
steering_functions,hbanzhaf,,https://github.com/hbanzhaf/steering_functions,4422,253,107,2,,Apache-2.0,True,True,False,False,False,False,,5,125,2017-10-02T08:16:49Z,300,30605,0,code,User,4422,8,253,C++;Python;CMake,1,7,11,1,14,42.56,90.15,1.2,0.06,1.03,2.43,11.02,4.66,0.0,104,hbanzhaf/steering_functions,jazzy|kilted,2017-07-25T19:17:41Z,inactive_6mo
trimble_driver_ros,trimble-oss,Robot Operating System package for parsing Trimble's GSOF format,https://github.com/trimble-oss/trimble_driver_ros,139,5,1,7,,BSD-2-Clause,True,True,False,False,False,True,up-for-grabs,2,15,2024-11-18T20:41:11Z,155,11124,0,code,Organization,139,8,5,C++;CMake;C;Python;Shell,1,16,16,6,2,0.41,13.09,0.94,0.12,0.06,0.31,23.41,0.0,0.0,16,trimble-oss/trimble_driver_ros,jazzy,2024-11-14T22:04:18Z,inactive_6mo
tuw_robotics,tuw-robotics,ROS package collection,https://github.com/tuw-robotics/tuw_robotics,55,1,0,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,23,2024-11-26T09:12:59Z,3,62,0,config,Organization,55,2,1,C++;CMake;Python,0,0,0,2,1,,0.18,1.44,0.19,0.0,0.06,1.12,0.0,0.0,16,tuw-robotics/tuw_robotics,jazzy,2024-11-26T09:12:58Z,inactive_6mo
mini_tof_interfaces,uwgraphics,ROS 2 interface definition for mini_tof package,https://github.com/uwgraphics/mini_tof_interfaces,12,1,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,11,2024-11-06T15:47:48Z,2,44,0,config,Organization,12,2,1,CMake,0,0,0,0,0,,,0.69,0.06,0.0,0.06,0.13,0.0,0.0,16,uwgraphics/mini_tof_interfaces,kilted,2024-11-06T15:47:06Z,inactive_6mo
ros2-easy-test,felixdivo,A Python test framework for ROS2 allowing simple and expressive assertions based on message interactions.,https://github.com/felixdivo/ros2-easy-test,187,27,5,4,nodes;ros;ros2;testing;testing-library,MIT,True,False,False,False,False,True,good first issue,6,193,2023-03-18T23:53:56Z,3,152,0,config,User,187,2,27,Python;Dockerfile,0,33,34,4,13,6.51,114.23,5.36,0.17,0.14,0.75,9.48,0.0,0.0,36,felixdivo/ros2-easy-test,kilted,2023-03-18T23:53:56Z,inactive_6mo
gps_umd,swri-robotics,,https://github.com/swri-robotics/gps_umd,231,103,100,11,,BSD-3-Clause,True,False,False,False,False,False,,20,146,2010-05-21T23:40:41Z,8,185,0,config,Organization,231,5,103,C++;Python;CMake,1,59,75,10,29,55.91,270.55,1.29,0.21,0.88,0.91,4.78,0.0,0.0,113,swri-robotics/gps_umd,humble|jazzy|kilted,2016-10-31T15:43:11Z,inactive_6mo;is_fork
cartographer_ros,ros2,Provides ROS integration for Cartographer.,https://github.com/ros2/cartographer_ros,4834,197,87,25,,Apache-2.0,True,True,False,True,True,True,good first issue,49,691,2016-08-03T10:45:08Z,41,3412,0,code,Organization,4834,12,197,C++;Python;Lua;CMake;Shell;GLSL,5,34,45,20,14,50.9,65.8,6.4,0.52,0.81,1.82,2.28,2.05,0.0,108,ros2/cartographer_ros,humble|jazzy|kilted,2017-03-15T20:53:13Z,inactive_6mo;is_fork
ament_black,botsandus,Python auto formatting tool ament package. Release repository: https://github.com/ros2-gbp/ament_black-release,https://github.com/botsandus/ament_black,66,1,1,2,,Apache-2.0,False,True,False,False,False,True,good first issue,7,63,2020-03-23T21:06:12Z,14,646,0,code,Organization,66,1,1,Python;CMake,0,10,10,2,4,13.61,24.91,2.17,0.24,0.03,0.03,0.0,0.89,0.0,29,botsandus/ament_black,humble|jazzy|kilted,2023-10-09T10:43:15Z,inactive_6mo;is_fork
