Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,created_at,exclusion_reasons
coin_d4_driver,ROBOTIS-GIT,ROS package for LDS-03 (COIN-D4) Lidar,https://github.com/ROBOTIS-GIT/coin_d4_driver,173,2,1,2,,Apache-2.0,True,True,False,False,False,False,,3,44,2025-05-14T07:51:48Z,2,202,0,docs,Organization,173,3,2,C++;Python;CMake,0,6,6,2,0,0.65,,4.4,0.3,0.1,0.2,2.48,0.89,0.0,10,ROBOTIS-GIT/coin_d4_driver,humble|jazzy|kilted,2025-05-14T07:51:47Z,inactive_6mo
console_bridge_vendor,ros2,CMake shim over the console_bridge library: https://github.com/ros/console_bridge.git,https://github.com/ros2/console_bridge_vendor,49,1,11,0,,Apache-2.0,True,True,False,False,False,True,good first issue,16,53,2018-07-05T15:30:47Z,2,203,0,docs,Organization,49,20,1,C++;CMake,0,39,39,0,6,4.21,109.59,0.58,0.17,0.12,0.01,0.27,0.89,0.0,92,ros2/console_bridge_vendor,humble|jazzy|kilted,2018-07-05T15:30:46Z,inactive_6mo
control_box_rst,rst-tu-dortmund,"The control_box_rst package provides C++ libraries for predictive control, direct optimal control, optimization and simulation.",https://github.com/rst-tu-dortmund/control_box_rst,2615,64,24,2,model-predictive-control;mpc;optimal-control;optimization;ros;trajectory-optimization,GPL-3.0,True,False,False,False,False,True,good first issue,3,43,2020-02-19T16:38:25Z,300,359892,0,code,Organization,2615,5,64,C++;CMake;C,1,1,1,1,0,129.01,,0.59,0.05,0.33,0.88,3.82,0.0,0.0,73,rst-tu-dortmund/control_box_rst,humble|jazzy|kilted,2020-02-19T11:23:35Z,inactive_6mo
cudnn_cmake_module,tier4,,https://github.com/tier4/cudnn_cmake_module,7,2,2,0,,Apache-2.0,True,True,False,False,False,True,good first issue,0,4,2022-01-17T19:20:42Z,7,284,0,config,Organization,7,3,2,CMake,0,0,0,0,0,,,0.08,0.02,0.04,0.04,0.05,0.62,0.0,50,tier4/cudnn_cmake_module,humble|jazzy|kilted,2022-01-17T19:28:05Z,inactive_6mo
depthimage_to_laserscan,ros-perception,Converts a depth image to a laser scan for use with navigation and localization.,https://github.com/ros-perception/depthimage_to_laserscan,95,292,185,24,,BSD-3-Clause,True,True,False,False,False,False,,11,83,2012-12-05T18:16:18Z,1,4,0,docs,Organization,95,16,292,C++;CMake;Python,10,24,37,14,29,167.46,85.35,0.52,0.09,1.16,1.84,1.13,0.16,0.0,159,ros-perception/depthimage_to_laserscan,humble|jazzy|kilted,2012-12-05T18:16:17Z,inactive_6mo
domain_bridge,ros2,Bridge communication across different ROS 2 domains.,https://github.com/ros2/domain_bridge,270,81,19,19,,Apache-2.0,True,True,False,False,False,True,good first issue,8,58,2021-02-24T02:15:46Z,1,201,0,other,Organization,270,19,81,C++;CMake;Python;NASL,6,52,56,13,13,6.7,25.61,0.95,0.13,0.31,1.33,2.7,0.89,0.0,61,ros2/domain_bridge,humble|jazzy|kilted,2021-02-24T02:15:45Z,inactive_6mo
doom_ros,gstavrinos,Doom can run anywhere. Now it runs on ROS too.,https://github.com/gstavrinos/doom_ros,28609,39,3,0,,GPL-2.0,True,False,False,False,False,True,good first issue,3,18,2025-01-15T22:24:50Z,3,373,0,config,User,28609,1,39,Python;Dockerfile;CMake,0,8,8,0,0,4.89,,1.29,0.21,0.21,2.79,1.26,0.0,0.0,14,gstavrinos/doom_ros,humble|jazzy|kilted,2025-01-15T22:24:50Z,inactive_6mo
dual_laser_merger,pradyum,ros2 package to merge dual laser scans,https://github.com/pradyum/dual_laser_merger,21938,18,11,0,lidar;lidar-point-cloud;robotics;ros2;ros2-humble;ros2-jazzy;ros2-rolling,Apache-2.0,True,True,False,False,False,True,good first issue,1,64,2024-11-05T18:26:49Z,2,202,0,docs,User,21938,2,18,C++;Python;CMake,0,39,42,0,1,0.62,33.83,4.0,0.06,0.69,1.12,4.88,0.62,0.0,16,pradyum/dual_laser_merger,humble|jazzy|kilted,2024-11-05T18:26:49Z,inactive_6mo
dynamixel_hardware,dynamixel-community,ros2_control packages for ROBOTIS Dynamixel,https://github.com/dynamixel-community/dynamixel_hardware,1384,153,80,31,cpp;dynamixel;robotics;robotis;ros2;ros2-control;ros2-foxy;ros2-humble;ros2-rolling,Apache-2.0,True,False,False,False,False,True,good first issue,7,177,2021-01-22T07:20:12Z,3,235,0,config,Organization,1384,5,153,C++;C;CMake,12,48,56,19,21,41.36,47.04,2.85,0.11,1.29,2.47,4.38,0.0,0.0,62,dynamixel-community/dynamixel_hardware,humble|jazzy|kilted,2021-01-22T07:20:11Z,inactive_6mo
dynamixel_interfaces,ROBOTIS-GIT,Provides interfaces (msgs) for the dynamixel_hardware_interface.,https://github.com/ROBOTIS-GIT/dynamixel_interfaces,27,2,6,3,,Apache-2.0,True,True,False,False,False,False,,4,14,2024-12-11T02:47:32Z,2,203,0,docs,Organization,27,3,2,CMake,2,7,7,1,0,0.03,,0.93,0.27,0.4,0.13,0.44,0.89,0.0,15,ROBOTIS-GIT/dynamixel_interfaces,humble|jazzy|kilted,2024-12-11T02:47:31Z,inactive_6mo
dynamixel-workbench-msgs,ROBOTIS-GIT,Message package for dynamixel-workbench,https://github.com/ROBOTIS-GIT/dynamixel-workbench-msgs,79,18,39,0,dynamixel;dynamixels-workbench;dynamixelsdk;gui;package;robot;robotis;ros,Apache-2.0,True,True,False,False,False,False,,4,73,2017-06-07T12:06:12Z,22,761,0,docs,Organization,79,10,18,CMake,0,27,27,0,4,0.01,977.48,0.7,0.07,0.37,0.17,2.17,0.89,0.0,105,ROBOTIS-GIT/dynamixel-workbench-msgs,humble|jazzy|kilted,2017-06-07T11:58:48Z,inactive_6mo
eigen3_cmake_module,ros2,Adds a custom find module for Eigen3,https://github.com/ros2/eigen3_cmake_module,26,16,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,9,22,2019-07-24T23:21:27Z,1,2,0,docs,Organization,26,17,16,CMake,0,9,9,1,1,1.96,0.3,0.28,0.11,0.04,0.2,3.08,0.89,0.0,80,ros2/eigen3_cmake_module,humble|jazzy|kilted,2019-07-24T23:21:26Z,inactive_6mo
eigen_stl_containers,ros,,https://github.com/ros/eigen_stl_containers,22,6,13,3,,,False,False,False,False,False,False,,8,40,2012-08-12T22:17:16Z,3,86,0,code,Organization,22,14,6,C++;C;CMake,1,11,12,2,6,49.63,250.14,0.26,0.08,0.08,0.04,0.0,0.0,0.0,156,ros/eigen_stl_containers,humble|jazzy|kilted,2013-03-14T22:47:35Z,inactive_6mo
ess_imu_driver2,cubicleguy,Latest ROS2 Linux driver package for EPSON IMU using UART or SPI interface (includes C driver),https://github.com/cubicleguy/ess_imu_driver2,43448,0,1,1,,Other,True,False,False,False,False,True,good first issue,1,21,2023-11-29T23:51:01Z,1,1,0,docs,User,43448,1,0,C;C++;Python;CMake;Makefile,0,1,1,1,1,0.0,9.94,0.75,0.04,0.04,0.0,26.03,0.0,0.0,28,cubicleguy/ess_imu_driver2,humble|jazzy,2023-11-29T23:49:47Z,inactive_6mo
example_interfaces,ros2,"Msg, Srv, etc. ROS interfaces used in examples",https://github.com/ros2/example_interfaces,56,80,32,0,,Apache-2.0,True,True,False,False,False,True,good first issue,18,78,2015-06-18T02:44:14Z,3,39,0,config,Organization,56,24,80,CMake,0,20,23,0,1,3.56,10.08,0.73,0.2,0.3,0.75,0.33,0.89,0.0,107,ros2/example_interfaces,humble|jazzy|kilted,2017-04-25T18:04:15Z,inactive_6mo
extrinsic_calibrator,Ikerlan-KER,ROS2 package designed to extrinsically calibrate a set of cameras distributed throughout a room.,https://github.com/Ikerlan-KER/extrinsic_calibrator,134,38,8,1,,Other,True,False,False,False,False,True,good first issue,3,48,2024-10-15T10:53:34Z,2,203,0,docs,Organization,134,0,38,Python;CMake,0,1,1,1,1,43.74,43.79,2.82,0.18,0.47,2.24,3.13,0.0,0.0,17,Ikerlan-KER/extrinsic_calibrator,humble,2024-10-28T12:51:39Z,inactive_6mo
fast_gicp,SMRT-AIST,A collection of GICP-based fast point cloud registration algorithms,https://github.com/koide3/fast_gicp,6675,1593,365,76,cpp;cuda;gicp;gpu;icp;multithreading;pcl;point-cloud;python;registration;scan-matching;vgicp,BSD-3-Clause,True,False,False,False,False,True,good first issue,16,168,2020-01-04T13:22:39Z,26,1678,0,code,,6675,33,1593,C++;Cuda;Dockerfile;Python;CMake;Shell,7,41,51,69,47,11.08,42.51,2.3,0.22,5.0,21.82,6.1,0.0,0.0,73,koide3/fast_gicp,humble,2020-02-05T10:43:57Z,inactive_6mo
ffmpeg_image_transport_tools,ros-misc-utilities,tools for processing ffmpeg_image_transport_msgs,https://github.com/ros-misc-utilities/ffmpeg_image_transport_tools,91,7,4,2,,Apache-2.0,True,True,False,False,False,True,good first issue,1,31,2024-03-10T16:18:31Z,10,623,0,config,Organization,91,1,7,C++;CMake;Python,0,7,8,2,1,0.78,0.43,1.29,0.04,0.17,0.29,8.62,0.89,0.0,24,ros-misc-utilities/ffmpeg_image_transport_tools,humble|jazzy|kilted,2024-03-10T16:19:44Z,inactive_6mo
filters,ros,"This library provides a standardized interface for processing data as a sequence  of filters.  This package contains a base class upon which to build specific implementations as well as an interface which dynamically loads filters based on runtime parameters.  ",https://github.com/ros/filters,180,43,55,11,,,True,False,False,False,False,False,,21,181,2009-09-04T23:10:08Z,29,3274,0,code,Organization,180,12,43,C++;C;CMake,3,47,59,8,23,119.59,226.95,1.18,0.18,0.36,0.28,0.95,0.0,0.0,154,ros/filters,humble|jazzy|kilted,2013-05-08T00:14:16Z,inactive_6mo
find-object,introlab,Find-Object project,https://github.com/introlab/find-object,35232,474,190,77,,BSD-3-Clause,True,False,False,False,False,False,,7,381,2011-10-25T15:48:19Z,27,3366,0,code,Organization,35232,31,474,C++;CMake;C;Python,0,7,9,77,65,3.24,61.11,2.74,0.06,1.37,3.41,2.88,0.0,0.0,139,introlab/find-object,humble|jazzy|kilted,2014-08-11T20:14:33Z,inactive_6mo
flex_sync,ros-misc-utilities,ros package for message time synchronization with variable number of topics,https://github.com/ros-misc-utilities/flex_sync,63,26,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,13,2024-03-19T12:12:07Z,16,2491,0,code,Organization,63,3,26,C++;CMake,0,0,0,1,1,,0.05,0.54,0.04,0.12,1.08,4.08,0.89,0.0,24,ros-misc-utilities/flex_sync,humble|jazzy|kilted,2024-03-19T13:40:24Z,inactive_6mo
flexbe_app,flexbe,The classic user interface (editor + runtime control) for the FlexBE behavior engine.  See the flexbe_webui for latest,https://github.com/FlexBE/flexbe_app,61239,51,52,29,behavior;flexbe;gui;robotics;ros;statemachine,BSD-3-Clause,True,False,False,False,False,False,,7,160,2017-01-11T19:42:23Z,2,31,0,docs,Organization,61239,5,51,JavaScript;HTML;CSS;Shell;CMake,2,14,21,27,52,255.69,336.01,1.45,0.09,0.47,0.46,4.08,0.0,0.0,110,FlexBE/flexbe_app,humble,2017-01-11T19:42:23Z,inactive_6mo
fluent_bit_vendor,minipada,,https://github.com/Minipada/fluent_bit_vendor,14,1,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,5,2023-05-16T17:22:30Z,6,564,0,config,User,14,1,1,CMake,0,0,0,0,0,,,0.15,0.03,0.0,0.03,1.03,0.0,0.0,34,Minipada/fluent_bit_vendor,humble,2023-05-16T17:15:58Z,inactive_6mo
FluentRviz,ForteFibre,A library which makes Rviz fluent. Powered by C++17.,https://github.com/ForteFibre/FluentRviz,315,5,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,251,2021-01-16T20:39:58Z,3,686,0,code,Organization,315,1,5,C++,0,0,0,1,0,,,4.05,0.03,0.0,0.08,1.26,0.62,0.0,62,ForteFibre/FluentRviz,humble|jazzy|kilted,2021-01-16T20:41:03Z,inactive_6mo
fmilibrary_vendor,boschresearch,"Vendor ROS package for the FMILibrary by Modelon AB, cf. https://jmodelica.org/",https://github.com/boschresearch/fmilibrary_vendor,34,3,1,0,fmi;keep;robotics;ros,,True,False,False,False,False,True,good first issue,2,54,2019-04-16T19:19:48Z,1,3,0,docs,Organization,34,5,3,CMake,0,1,1,0,0,3.14,,0.65,0.02,0.01,0.04,0.92,0.0,0.0,83,boschresearch/fmilibrary_vendor,humble|jazzy|kilted,2019-04-16T19:08:33Z,inactive_6mo
four_wheel_steering_msgs,ros-drivers,ROS messages for steering vehicles using front and rear wheels,https://github.com/ros-drivers/four_wheel_steering_msgs,11,12,8,0,,,True,False,False,False,False,False,,3,10,2017-04-24T12:07:41Z,6,108,0,config,Organization,11,6,12,CMake,0,2,3,0,4,80.88,36.21,0.09,0.04,0.07,0.11,0.09,0.0,0.0,107,ros-drivers/four_wheel_steering_msgs,humble|jazzy|kilted,2017-04-21T16:05:59Z,inactive_6mo
gazebo_no_physics_plugin,Boeing,Gazebo plugin to disable physics. Allows for direct simulation of sensors and model link positions without physics updates.,https://github.com/Boeing/gazebo_no_physics_plugin,20,1,0,2,ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,4,16,2022-11-11T08:51:24Z,1,92,0,docs,Organization,20,3,1,CMake;C++,0,0,0,2,0,,,0.57,0.25,0.0,0.04,1.7,0.0,0.0,28,Boeing/gazebo_no_physics_plugin,humble,2023-11-24T00:12:18Z,inactive_6mo
gazebo_planar_move_plugin,Boeing,Gazebo plugin for performing planar movements with models. Replaces upstream equivalent to allow additional configuration and better performance.,https://github.com/Boeing/gazebo_planar_move_plugin,102,1,1,0,ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,9,123,2017-08-29T03:50:57Z,4,399,0,code,Organization,102,3,1,C++;Python;CMake,0,0,0,0,0,,,4.39,0.5,0.04,0.04,2.75,0.0,0.0,28,Boeing/gazebo_planar_move_plugin,humble,2023-11-24T00:13:19Z,inactive_6mo
gazebo_set_joint_positions_plugin,Boeing,Gazebo 11 ROS simulation plugin for setting a robot model joint state to the values provided by a JointState ROS message.,https://github.com/Boeing/gazebo_set_joint_positions_plugin,116,3,1,1,ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,8,134,2017-08-29T03:50:57Z,5,312,0,code,Organization,116,2,3,C++;Python;CMake,0,0,0,1,0,,,4.79,0.54,0.04,0.11,2.9,0.0,0.0,28,Boeing/gazebo_set_joint_positions_plugin,humble,2023-11-10T01:04:10Z,inactive_6mo
graph_msgs,PickNikRobotics,ROS messages for publishing graphs of different data types,https://github.com/PickNikRobotics/graph_msgs,22,8,7,0,,,True,False,False,False,False,False,,2,18,2014-04-04T02:07:26Z,1,4,0,docs,Organization,22,19,8,CMake,0,9,15,0,2,101.56,657.69,0.13,0.01,0.05,0.06,0.76,0.0,0.0,143,PickNikRobotics/graph_msgs,humble|jazzy|kilted,2014-04-04T02:07:26Z,inactive_6mo
grasping_msgs,mikeferguson,Messages for describing objects and how to grasp them,https://github.com/mikeferguson/grasping_msgs,10,1,6,0,grasping;manipulation;robotics;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,2,15,2014-06-07T19:08:43Z,7,138,0,config,User,10,4,1,CMake,0,2,2,0,2,145.46,0.05,0.11,0.01,0.04,0.01,0.1,0.0,0.0,141,mikeferguson/grasping_msgs,humble|jazzy|kilted,2014-06-07T19:08:25Z,inactive_6mo
grbl_msgs,flynneva,Interfaces for the grbl_ros package,https://github.com/flynneva/grbl_msgs,17,0,1,0,,MIT,True,True,False,False,False,True,good first issue,1,21,2020-09-12T22:34:50Z,1,2,0,docs,User,17,1,0,CMake,0,5,5,0,5,0.58,0.13,0.32,0.02,0.02,0.0,0.08,0.15,0.0,66,flynneva/grbl_msgs,humble|jazzy|kilted,2020-09-12T22:34:48Z,inactive_6mo
grbl_ros,flynneva,ROS2 node for interfacing with a GRBL device,https://github.com/flynneva/grbl_ros,695,20,13,5,cnc;gcode;grbl;robotics;ros;ros2,MIT,True,True,False,False,False,True,good first issue,1,282,2020-07-20T01:57:01Z,11,480,0,code,User,695,3,20,Python,1,97,101,4,20,3.43,51.2,4.15,0.01,0.19,0.29,3.28,0.69,0.0,68,flynneva/grbl_ros,humble|jazzy|kilted,2020-07-20T01:57:41Z,inactive_6mo
gscam,ros-drivers,ROS Camera driver for GStreamer-based video streams.,https://github.com/ros-drivers/gscam,135,161,191,48,,,True,False,False,False,False,False,,10,108,2010-04-08T17:47:15Z,6,266,0,config,Organization,135,14,161,C++;CMake;Shell;Makefile,12,28,42,36,17,138.89,172.14,0.69,0.1,1.22,1.03,3.38,0.0,0.0,156,ros-drivers/gscam,humble|jazzy|kilted,2013-03-06T23:24:07Z,inactive_6mo
hash_library_vendor,tier4,,https://github.com/tier4/hash_library_vendor,20,3,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,4,10,2021-08-31T16:50:26Z,8,364,1,config,Organization,20,44,3,CMake,1,8,14,0,0,26.06,,0.18,0.09,0.0,0.05,0.11,0.62,0.0,55,tier4/hash_library_vendor,humble|jazzy|kilted,2021-08-31T16:51:01Z,inactive_6mo
heaphook,tier4,Replace all the dynamic heap allocation functions by LD_PRELOAD.,https://github.com/tier4/heaphook,54,25,5,3,ldpreload;malloc;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,4,40,2023-01-15T17:21:46Z,4,61,0,code,Organization,54,46,25,C++;Python;CMake,3,8,9,0,1,9.08,78.54,1.08,0.11,0.14,0.68,11.68,0.0,0.0,37,tier4/heaphook,humble|jazzy|kilted,2023-02-03T00:47:27Z,inactive_6mo
heightmap_spawner,damanikjosh,A ROS 2 package that converts occupancy grids from nav2_map_server into 3D heightmap models for use in Gazebo simulations.,https://github.com/damanikjosh/heightmap_spawner,214,19,4,0,,MIT,True,False,False,False,False,True,good first issue,1,9,2025-01-08T08:11:36Z,15,792,0,code,User,214,2,19,C++;Python;CMake,0,0,0,0,1,,2.04,0.64,0.07,0.29,1.36,2.7,0.0,0.0,14,damanikjosh/heightmap_spawner,humble|jazzy,2025-01-08T08:11:40Z,inactive_6mo
hey5_description,pal-robotics,,https://github.com/pal-robotics/hey5_description,830,3,2,0,,Apache-2.0,True,True,False,False,False,False,,6,92,2014-10-29T16:24:40Z,21,1270,0,config,Organization,830,6,3,CMake,0,0,0,0,0,,,0.81,0.11,0.02,0.03,0.09,2.73,0.0,114,pal-robotics/hey5_description,humble,2016-09-19T11:28:49Z,inactive_6mo
hls_lfcd_lds_driver,ROBOTIS-GIT,"ROS package for HLDS HLS-LFCD LDS driver ",https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver,138,100,78,1,distance;laser;navigation;package;robotis;ros;sensor;slam,BSD-3-Clause,True,False,False,False,False,False,,9,115,2016-12-06T01:35:08Z,3,60,0,config,Organization,138,20,100,C++;Python;CMake;Makefile,1,50,55,0,28,59.33,366.24,1.04,0.12,0.7,0.9,2.53,0.0,0.0,111,ROBOTIS-GIT/hls_lfcd_lds_driver,humble|jazzy|kilted,2016-12-06T01:35:07Z,inactive_6mo
hokuyo_node2,marcosvcr,,https://github.com/marcosvcr/hokuyo_node2,635,0,0,0,,MIT,True,False,False,False,False,True,good first issue,1,17,2025-04-10T18:30:54Z,1,1,0,docs,User,635,1,0,C++;CMake,0,0,0,0,0,,,1.55,0.09,0.0,0.0,0.29,0.0,0.0,11,marcosvcr/hokuyo_node2,humble,2025-04-10T18:30:54Z,inactive_6mo
homing_local_planner,zengxiaolei,"A simple, easy-to-use, and effective path tracking planner.",https://github.com/zengxiaolei/homing_local_planner,11159,41,14,1,movebase;planner;plugins;robotics;ros-navigation;ros-noetic;ros-packages;ros2-foxy;ros2-humble;trajectory-planning;trajectory-tracking;webots-simulations,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,4,2023-11-02T11:52:58Z,1,28,0,other,User,11159,2,41,C++;Python;CMake,0,0,0,1,1,,40.97,0.14,0.07,0.5,1.46,5.84,0.0,0.0,28,zengxiaolei/homing_local_planner,humble,2023-11-02T11:52:58Z,inactive_6mo
hri_privacy_msgs,ros4hri,,https://github.com/ros4hri/hri_privacy_msgs,12,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,13,2024-02-14T17:43:23Z,1,92,0,docs,Organization,12,0,0,CMake,0,0,0,0,0,,,0.72,0.06,0.0,0.0,0.09,0.0,0.0,18,ros4hri/hri_privacy_msgs,humble,2024-09-16T11:35:25Z,inactive_6mo
human_description,ros4hri,"A parametric kinematic model of humans, in ROS URDF format",https://github.com/ros4hri/human_description,123,8,5,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,11,2022-01-13T12:26:03Z,1,3,0,docs,Organization,123,0,8,Python;CMake,0,0,0,1,0,,,0.22,0.04,0.1,0.16,0.64,2.73,0.0,50,ros4hri/human_description,humble|jazzy,2022-01-21T07:38:31Z,inactive_6mo
ignition_cmake2_vendor,ignition-release,Vendor package for providing ign-cmake2 in ROS 2,https://github.com/gazebo-release/gz_cmake2_vendor,23,2,5,0,,Apache-2.0,False,True,False,False,False,True,good first issue,6,18,2021-08-16T21:55:57Z,0,0,0,other,Organization,23,2,2,CMake,0,5,6,0,1,4.33,0.03,0.33,0.11,0.09,0.04,0.0,0.89,0.0,55,gazebo-release/gz_cmake2_vendor,humble,2021-08-16T21:55:12Z,inactive_6mo
ignition_math6_vendor,ignition-release,"Vendor package for providing ign-math6 in ROS 2 ",https://github.com/gazebo-release/gz_math6_vendor,16,1,6,2,,Apache-2.0,False,True,False,False,False,True,good first issue,5,17,2021-08-16T22:00:25Z,0,0,0,other,Organization,16,2,1,CMake,0,6,8,2,2,74.12,5.07,0.31,0.09,0.11,0.02,0.0,0.89,0.0,55,gazebo-release/gz_math6_vendor,humble,2021-08-16T22:00:00Z,inactive_6mo
interactive_marker_twist_server,ros-visualization,Generic interactive marker server for Twist robots.,https://github.com/ros-visualization/interactive_marker_twist_server,209,5,25,5,,BSD-3-Clause,True,True,False,False,False,False,,15,209,2011-02-23T21:39:51Z,69,1010,0,assets,Organization,209,5,5,C++;Python;CMake,1,15,17,4,7,128.54,102.98,1.4,0.13,0.17,0.03,0.57,0.16,0.0,149,ros-visualization/interactive_marker_twist_server,humble|jazzy|kilted,2013-10-17T17:06:46Z,inactive_6mo
irobot_create_msgs,iRobotEducation,"Action, message and service definitions used by the iRobot® Create® Platform",https://github.com/iRobotEducation/irobot_create_msgs,37,36,12,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,41,2021-10-01T15:28:06Z,1,201,0,other,Organization,37,11,36,CMake,0,8,8,2,7,0.89,15.53,0.77,0.09,0.23,0.68,3.22,0.0,0.0,53,iRobotEducation/irobot_create_msgs,humble|jazzy|kilted,2021-10-01T15:28:05Z,inactive_6mo
jacro,JafarAbdi,,https://github.com/JafarAbdi/jacro,27,0,0,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,13,2024-11-07T23:58:30Z,16,647,0,config,User,27,1,0,Python;CMake;Jinja,2,5,5,1,0,0.02,,0.81,0.12,0.0,0.0,1.63,0.0,0.0,16,JafarAbdi/jacro,humble|jazzy|kilted,2024-11-08T00:26:35Z,inactive_6mo
joy_tester,joshnewans,Tool for testing joysticks in ROS,https://github.com/joshnewans/joy_tester,14,17,16,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,10,2022-11-04T10:13:32Z,11,275,0,code,User,14,1,17,Python,0,0,0,1,0,,,0.25,0.05,0.4,0.42,0.74,0.62,0.0,40,joshnewans/joy_tester,humble|jazzy|kilted,2022-11-04T10:13:18Z,inactive_6mo
kinematic_pose_msgs,qleonardolp,"ROS2 Kinematic Pose message, for dynamic pose tracking.",https://github.com/qleonardolp/kinematic_pose_msgs,7,0,0,0,,Apache-2.0,True,True,False,False,False,True,good first issue,1,4,2025-06-05T05:32:42Z,7,296,0,config,User,7,0,0,CMake,0,0,0,0,0,,,0.44,0.11,0.0,0.0,0.5,0.62,0.0,9,qleonardolp/kinematic_pose_msgs,humble|jazzy|kilted,2025-06-05T05:30:31Z,inactive_6mo
kobuki_core,kobuki-base,C++ drivers and utilities for the kobuki base,https://github.com/kobuki-base/kobuki_core,44825,20,16,8,c-plus-plus;kobuki;robotics,Other,True,False,False,False,False,False,,14,1391,2012-02-02T05:29:49Z,1,0,0,other,Organization,44825,5,20,C++;CMake,0,23,29,8,16,8.96,69.9,18.8,0.31,0.22,0.27,0.76,0.0,0.0,74,kobuki-base/kobuki_core,humble|jazzy|kilted,2020-01-10T14:36:33Z,inactive_6mo
kobuki_ros,kobuki-base,"ROS2 runtime libraries, nodes and launchers for the Kobuki",https://github.com/kobuki-base/kobuki_ros,7690,84,43,12,,,True,False,False,False,False,False,,22,1413,2012-02-02T05:29:49Z,1,0,0,other,Organization,7690,5,84,C++;Python;CMake;Shell,2,35,36,10,7,27.5,86.66,19.09,0.45,0.58,1.14,0.78,0.0,0.0,74,kobuki-base/kobuki_ros,humble,2020-01-14T05:30:48Z,inactive_6mo
kobuki_ros_interfaces,kobuki-base,ROS 2 interfaces for kobuki,https://github.com/kobuki-base/kobuki_ros_interfaces,157,8,6,1,kobuki;robotics;ros2,,True,False,False,False,False,False,,6,71,2012-11-14T07:21:35Z,1,2,0,docs,Organization,157,1,8,CMake,0,1,1,1,0,0.0,,0.96,0.08,0.08,0.11,0.42,0.0,0.0,74,kobuki-base/kobuki_ros_interfaces,humble|jazzy|kilted,2020-01-14T03:07:53Z,inactive_6mo
kobuki_velocity_smoother,kobuki-base,Velocity smoother for ROS 2 robots,https://github.com/kobuki-base/kobuki_velocity_smoother,95,23,12,2,c-plus-plus;robotics;ros2,Other,True,False,False,False,False,False,,3,31,2020-01-17T01:42:44Z,17,1097,0,config,Organization,95,4,23,C++;Python;CMake,0,15,17,2,4,20.42,19.57,0.42,0.04,0.16,0.31,2.85,0.0,0.0,74,kobuki-base/kobuki_velocity_smoother,humble|jazzy|kilted,2020-01-15T03:08:21Z,inactive_6mo
laser_proc,ros-perception,Converts representations of sensor_msgs/LaserScan and sensor_msgs/MultiEchoLaserScan,https://github.com/ros-perception/laser_proc,43,8,18,0,,,True,False,False,False,False,False,,5,24,2013-03-03T23:54:05Z,1,4,0,docs,Organization,43,12,8,C++;CMake,0,9,9,0,5,46.4,49.73,0.15,0.03,0.12,0.05,0.1,0.0,0.0,156,ros-perception/laser_proc,humble|jazzy|kilted,2013-03-03T23:54:04Z,inactive_6mo
launch_param_builder,PickNikRobotics,Python library for loading parameters in launch files,https://github.com/PickNikRobotics/launch_param_builder,40,12,10,8,,BSD-3-Clause,True,True,False,False,False,True,good first issue,4,13,2022-01-20T23:38:17Z,20,749,0,code,Organization,40,2,12,Python,5,6,10,3,2,148.88,5.26,0.26,0.1,0.2,0.24,0.47,0.16,0.0,50,PickNikRobotics/launch_param_builder,humble|jazzy|kilted,2022-01-20T23:39:07Z,inactive_6mo
